C:\Users\fmatsumo\Desktop\IMG\center_2019_02_01_10_02_45_185.jpg,C:\Users\fmatsumo\Desktop\IMG\left_2019_02_01_10_02_45_185.jpg,C:\Users\fmatsumo\Desktop\IMG\right_2019_02_01_10_02_45_185.jpg,0,0,0,27.20127
C:\Users\fmatsumo\Desktop\IMG\center_2019_02_01_10_02_45_250.jpg,C:\Users\fmatsumo\Desktop\IMG\left_2019_02_01_10_02_45_250.jpg,C:\Users\fmatsumo\Desktop\IMG\right_2019_02_01_10_02_45_250.jpg,0,0,0,27.03592
C:\Users\fmatsumo\Desktop\IMG\center_2019_02_01_10_02_45_344.jpg,C:\Users\fmatsumo\Desktop\IMG\left_2019_02_01_10_02_45_344.jpg,C:\Users\fmatsumo\Desktop\IMG\right_2019_02_01_10_02_45_344.jpg,0,0,0,26.76256
C:\Users\fmatsumo\Desktop\IMG\center_2019_02_01_10_02_45_415.jpg,C:\Users\fmatsumo\Desktop\IMG\left_2019_02_01_10_02_45_415.jpg,C:\Users\fmatsumo\Desktop\IMG\right_2019_02_01_10_02_45_415.jpg,0,0.2100655,0,26.67775
C:\Users\fmatsumo\Desktop\IMG\center_2019_02_01_10_02_45_514.jpg,C:\Users\fmatsumo\Desktop\IMG\left_2019_02_01_10_02_45_514.jpg,C:\Users\fmatsumo\Desktop\IMG\right_2019_02_01_10_02_45_514.jpg,0,0.5086271,0,26.8793
C:\Users\fmatsumo\Desktop\IMG\center_2019_02_01_10_02_45_612.jpg,C:\Users\fmatsumo\Desktop\IMG\left_2019_02_01_10_02_45_612.jpg,C:\Users\fmatsumo\Desktop\IMG\right_2019_02_01_10_02_45_612.jpg,0,0.8045776,0,27.2858
C:\Users\fmatsumo\Desktop\IMG\center_2019_02_01_10_02_45_711.jpg,C:\Users\fmatsumo\Desktop\IMG\left_2019_02_01_10_02_45_711.jpg,C:\Users\fmatsumo\Desktop\IMG\right_2019_02_01_10_02_45_711.jpg,0,1,0,28.1381
C:\Users\fmatsumo\Desktop\IMG\center_2019_02_01_10_02_45_806.jpg,C:\Users\fmatsumo\Desktop\IMG\left_2019_02_01_10_02_45_806.jpg,C:\Users\fmatsumo\Desktop\IMG\right_2019_02_01_10_02_45_806.jpg,0,1,0,29.06377
C:\Users\fmatsumo\Desktop\IMG\center_2019_02_01_10_02_45_873.jpg,C:\Users\fmatsumo\Desktop\IMG\left_2019_02_01_10_02_45_873.jpg,C:\Users\fmatsumo\Desktop\IMG\right_2019_02_01_10_02_45_873.jpg,0,1,0,29.79575
C:\Users\fmatsumo\Desktop\IMG\center_2019_02_01_10_02_45_942.jpg,C:\Users\fmatsumo\Desktop\IMG\left_2019_02_01_10_02_45_942.jpg,C:\Users\fmatsumo\Desktop\IMG\right_2019_02_01_10_02_45_942.jpg,0,1,0,30.1908
C:\Users\fmatsumo\Desktop\IMG\center_2019_02_01_10_02_46_033.jpg,C:\Users\fmatsumo\Desktop\IMG\left_2019_02_01_10_02_46_033.jpg,C:\Users\fmatsumo\Desktop\IMG\right_2019_02_01_10_02_46_033.jpg,0,1,0,30.18989
C:\Users\fmatsumo\Desktop\IMG\center_2019_02_01_10_02_46_126.jpg,C:\Users\fmatsumo\Desktop\IMG\left_2019_02_01_10_02_46_126.jpg,C:\Users\fmatsumo\Desktop\IMG\right_2019_02_01_10_02_46_126.jpg,0,1,0,30.1899
C:\Users\fmatsumo\Desktop\IMG\center_2019_02_01_10_02_46_224.jpg,C:\Users\fmatsumo\Desktop\IMG\left_2019_02_01_10_02_46_224.jpg,C:\Users\fmatsumo\Desktop\IMG\right_2019_02_01_10_02_46_224.jpg,0,1,0,30.18989
C:\Users\fmatsumo\Desktop\IMG\center_2019_02_01_10_02_46_321.jpg,C:\Users\fmatsumo\Desktop\IMG\left_2019_02_01_10_02_46_321.jpg,C:\Users\fmatsumo\Desktop\IMG\right_2019_02_01_10_02_46_321.jpg,0,1,0,30.1899
C:\Users\fmatsumo\Desktop\IMG\center_2019_02_01_10_02_46_414.jpg,C:\Users\fmatsumo\Desktop\IMG\left_2019_02_01_10_02_46_414.jpg,C:\Users\fmatsumo\Desktop\IMG\right_2019_02_01_10_02_46_414.jpg,0,1,0,30.18992
C:\Users\fmatsumo\Desktop\IMG\center_2019_02_01_10_02_46_511.jpg,C:\Users\fmatsumo\Desktop\IMG\left_2019_02_01_10_02_46_511.jpg,C:\Users\fmatsumo\Desktop\IMG\right_2019_02_01_10_02_46_511.jpg,-0.15,1,0,30.18393
C:\Users\fmatsumo\Desktop\IMG\center_2019_02_01_10_02_46_614.jpg,C:\Users\fmatsumo\Desktop\IMG\left_2019_02_01_10_02_46_614.jpg,C:\Users\fmatsumo\Desktop\IMG\right_2019_02_01_10_02_46_614.jpg,0,1,0,30.18962
C:\Users\fmatsumo\Desktop\IMG\center_2019_02_01_10_02_46_703.jpg,C:\Users\fmatsumo\Desktop\IMG\left_2019_02_01_10_02_46_703.jpg,C:\Users\fmatsumo\Desktop\IMG\right_2019_02_01_10_02_46_703.jpg,0,1,0,30.1895
C:\Users\fmatsumo\Desktop\IMG\center_2019_02_01_10_02_46_796.jpg,C:\Users\fmatsumo\Desktop\IMG\left_2019_02_01_10_02_46_796.jpg,C:\Users\fmatsumo\Desktop\IMG\right_2019_02_01_10_02_46_796.jpg,0,1,0,30.18991
C:\Users\fmatsumo\Desktop\IMG\center_2019_02_01_10_02_46_889.jpg,C:\Users\fmatsumo\Desktop\IMG\left_2019_02_01_10_02_46_889.jpg,C:\Users\fmatsumo\Desktop\IMG\right_2019_02_01_10_02_46_889.jpg,0,1,0,30.18996
C:\Users\fmatsumo\Desktop\IMG\center_2019_02_01_10_02_46_972.jpg,C:\Users\fmatsumo\Desktop\IMG\left_2019_02_01_10_02_46_972.jpg,C:\Users\fmatsumo\Desktop\IMG\right_2019_02_01_10_02_46_972.jpg,0,1,0,30.18996
C:\Users\fmatsumo\Desktop\IMG\center_2019_02_01_10_02_47_041.jpg,C:\Users\fmatsumo\Desktop\IMG\left_2019_02_01_10_02_47_041.jpg,C:\Users\fmatsumo\Desktop\IMG\right_2019_02_01_10_02_47_041.jpg,0,1,0,30.19
C:\Users\fmatsumo\Desktop\IMG\center_2019_02_01_10_02_47_109.jpg,C:\Users\fmatsumo\Desktop\IMG\left_2019_02_01_10_02_47_109.jpg,C:\Users\fmatsumo\Desktop\IMG\right_2019_02_01_10_02_47_109.jpg,0,1,0,30.18997
C:\Users\fmatsumo\Desktop\IMG\center_2019_02_01_10_02_47_177.jpg,C:\Users\fmatsumo\Desktop\IMG\left_2019_02_01_10_02_47_177.jpg,C:\Users\fmatsumo\Desktop\IMG\right_2019_02_01_10_02_47_177.jpg,0,1,0,30.19002
C:\Users\fmatsumo\Desktop\IMG\center_2019_02_01_10_02_47_247.jpg,C:\Users\fmatsumo\Desktop\IMG\left_2019_02_01_10_02_47_247.jpg,C:\Users\fmatsumo\Desktop\IMG\right_2019_02_01_10_02_47_247.jpg,0.05,1,0,30.18939
C:\Users\fmatsumo\Desktop\IMG\center_2019_02_01_10_02_47_324.jpg,C:\Users\fmatsumo\Desktop\IMG\left_2019_02_01_10_02_47_324.jpg,C:\Users\fmatsumo\Desktop\IMG\right_2019_02_01_10_02_47_324.jpg,0,1,0,30.19064
C:\Users\fmatsumo\Desktop\IMG\center_2019_02_01_10_02_47_395.jpg,C:\Users\fmatsumo\Desktop\IMG\left_2019_02_01_10_02_47_395.jpg,C:\Users\fmatsumo\Desktop\IMG\right_2019_02_01_10_02_47_395.jpg,0,1,0,30.18996
C:\Users\fmatsumo\Desktop\IMG\center_2019_02_01_10_02_47_489.jpg,C:\Users\fmatsumo\Desktop\IMG\left_2019_02_01_10_02_47_489.jpg,C:\Users\fmatsumo\Desktop\IMG\right_2019_02_01_10_02_47_489.jpg,0,1,0,30.18996
C:\Users\fmatsumo\Desktop\IMG\center_2019_02_01_10_02_47_584.jpg,C:\Users\fmatsumo\Desktop\IMG\left_2019_02_01_10_02_47_584.jpg,C:\Users\fmatsumo\Desktop\IMG\right_2019_02_01_10_02_47_584.jpg,0,1,0,30.18997
C:\Users\fmatsumo\Desktop\IMG\center_2019_02_01_10_02_47_655.jpg,C:\Users\fmatsumo\Desktop\IMG\left_2019_02_01_10_02_47_655.jpg,C:\Users\fmatsumo\Desktop\IMG\right_2019_02_01_10_02_47_655.jpg,0,1,0,30.18998
C:\Users\fmatsumo\Desktop\IMG\center_2019_02_01_10_02_47_744.jpg,C:\Users\fmatsumo\Desktop\IMG\left_2019_02_01_10_02_47_744.jpg,C:\Users\fmatsumo\Desktop\IMG\right_2019_02_01_10_02_47_744.jpg,0,1,0,30.18999
C:\Users\fmatsumo\Desktop\IMG\center_2019_02_01_10_02_47_843.jpg,C:\Users\fmatsumo\Desktop\IMG\left_2019_02_01_10_02_47_843.jpg,C:\Users\fmatsumo\Desktop\IMG\right_2019_02_01_10_02_47_843.jpg,0,1,0,30.19
C:\Users\fmatsumo\Desktop\IMG\center_2019_02_01_10_02_47_941.jpg,C:\Users\fmatsumo\Desktop\IMG\left_2019_02_01_10_02_47_941.jpg,C:\Users\fmatsumo\Desktop\IMG\right_2019_02_01_10_02_47_941.jpg,0.1,1,0,30.18727
C:\Users\fmatsumo\Desktop\IMG\center_2019_02_01_10_02_48_035.jpg,C:\Users\fmatsumo\Desktop\IMG\left_2019_02_01_10_02_48_035.jpg,C:\Users\fmatsumo\Desktop\IMG\right_2019_02_01_10_02_48_035.jpg,0,1,0,30.19077
C:\Users\fmatsumo\Desktop\IMG\center_2019_02_01_10_02_48_109.jpg,C:\Users\fmatsumo\Desktop\IMG\left_2019_02_01_10_02_48_109.jpg,C:\Users\fmatsumo\Desktop\IMG\right_2019_02_01_10_02_48_109.jpg,0,1,0,30.18964
C:\Users\fmatsumo\Desktop\IMG\center_2019_02_01_10_02_48_182.jpg,C:\Users\fmatsumo\Desktop\IMG\left_2019_02_01_10_02_48_182.jpg,C:\Users\fmatsumo\Desktop\IMG\right_2019_02_01_10_02_48_182.jpg,0,1,0,30.18989
